지점	카테고리	조닝	브랜드	매장유형	평수	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률
광명점	남성의류(특정매입)	신사정장	바쏘	상설	6.0	5,378,000	6,603,200	36684	6,662,300	37013	5,537,100	30762	7,222,500	34.3%	10,558,700	59.9%
광명점	남성의류(특정매입)	신사정장	트레몰로	상설	6.0	24,540,450	17,789,750	98832	18,695,600	103864	13,964,500	77581	26,067,900	6.2%	24,772,850	39.3%
광명점	남성의류(특정매입)	신사TD	올젠	#N/A	7.9	5,268,300	4,954,400	20966	2,846,600	12046	1,939,800	8209		-100.0%		-100.0%
광명점	남성의류(특정매입)	신사캐쥬얼	지오지아	#N/A	10.0	1,666,000	2,107,000	7045	1,947,000	6510	1,426,000	4768		-100.0%		-100.0%
광명점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	#N/A	3.0	626,000	191,000	2128		0		0		-100.0%		-100.0%
광명점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	#N/A	6.0	7,542,400	12,352,800	68627	21,104,600	117248	14,376,600	79870	8,084,000	7.2%	12,815,200	3.7%
광명점	남성의류(특정매입)	신사캐쥬얼	에디션	#N/A	11.0	3,034,300	1,846,000	5610	1,904,000	5787	1,859,000	5650		-100.0%		-100.0%
광명점	남성의류(특정매입)	골프	루이까스텔	상설	50.0			0	65,445,000	43630	33,003,800	22003	28,388,700	-	26,692,900	-
광명점	아동의류(특정매입)	유아	아가방	복합	8.8	13,233,470	15,220,520	57653	15,032,540	56941	10,342,240	39175	10,713,100	-19.0%	13,490,900	-11.4%
광명점	아동의류(특정매입)	주니어	폴햄키즈	정상	#N/A		174,200	-	7,355,250	-	4,541,350	-	10,021,570	-	10,681,650	6031.8%
광명점	아동의류(특정매입)	주니어	탑텐키즈	정상	#N/A	16,002,340	17,399,785	-	14,023,170	-	9,742,090	-		-100.0%		-100.0%
광명점	아동의류(특정매입)	유아	모이몰른	정상	12.7	12,219,400	13,309,410	34933	14,116,220	37050	9,109,900	23910	8,289,920	-32.2%	10,692,188	-19.7%
광명점	아동의류(특정매입)	주니어	행텐틴즈	정상	17.8	38,796,400	42,130,760	78897	42,119,160	78875	31,077,330	58197	32,470,220	-16.3%	44,361,600	5.3%
광명점	여성의류(특정)NC	여성커리어	쉬즈미스	#N/A	5.0	3,755,000	4,476,000	29840	3,784,800	25232	1,123,200	7488	758,000	-79.8%	842,000	-81.2%
광명점	여성의류(특정)NC	여성커리어	안지크	#N/A	9.0	1,556,200	2,305,400	8564	2,545,100	9454	1,237,200	4596		-100.0%		-100.0%
광명점	여성의류(특정)NC	여성커리어	요하넥스	#N/A	3.8	2,791,300	3,693,700	32823	2,811,900	24987	2,456,900	21832	413,000	-85.2%	179,900	-95.1%
광명점	여성의류(특정)NC	여성커리어	베스띠벨리	상설	11.2	11,772,600	12,783,400	38046	13,212,600	39323	11,184,500	33287	5,465,200	-53.6%	5,680,550	-55.6%
광명점	여성의류(특정)NC	베이직	비지트인뉴욕	복합	9.0	250,600		0		0		0		-100.0%		-
광명점	여성의류(특정)NC	여성커리어	더아이잗	상설	4.0	5,704,000	3,592,000	29933	5,703,100	47526	5,914,400	49287	6,604,800	15.8%	6,055,700	68.6%
광명점	여성의류(특정)NC	여성커리어	미샤팩토리	#N/A	5.0	11,930,300	15,685,200	104568	13,757,500	91717	64,622,100	430814	27,356,700	129.3%	14,325,000	-8.7%
광명점	여성의류(특정)NC	여성커리어	보니스팍스	#N/A	5.0	4,541,000	1,866,900	12482	1,754,000	11728	483,000	3229		-100.0%		-100.0%
광명점	스포츠(특정)NC	스포츠	프로스펙스	상설	33.0	38,505,200	41,079,200	41494	41,478,700	41898	25,324,600	25580	19,535,000	-49.3%	25,630,880	-37.6%
광명점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	#N/A	14.2	24,011,000	32,046,000	75225	32,835,800	77079	28,120,000	66009	26,283,000	9.5%	30,546,000	-4.7%
광명점	스포츠(특정)NC	스포츠	크록스(CROCS)	#N/A	#N/A	6,291,500	9,880,500	-	17,785,700	-	20,871,900	-	3,371,600	-46.4%	5,512,800	-44.2%
광명점	스포츠(특정)NC	골프	루이까스텔	상설	50.0	23,820,300	31,408,500	20939	0	0		0		-100.0%		-100.0%
광명점	스포츠(특정)NC	스포츠	휠라(FILA)	#N/A	#N/A	11,947,000		-		-		-		-100.0%		-
광명점	스포츠(특정)NC	애슬레져	제인코트&티막	#N/A	15.6	17,578,520	20,834,500	44518	19,504,520	41676	26,328,920	56258	15,109,500	-14.0%	19,204,300	-7.8%
광명점	스포츠(특정)NC	아웃도어	디스커버리	#N/A	#N/A	0		-	6,241,400	-	16,900,300	-		-	22,896,200	-
괴정점	캐쥬얼(특정매입)	이지	마인드브릿지		12.8	20,677,880	26,364,940	68834	25,074,640	65466	21,315,780	55652		-100.0%		-100.0%
괴정점	캐쥬얼(특정매입)	이지	프로젝트M		29.3	18,101,600	18,298,550	20800	15,060,500	17119	13,202,800	15007	-69,900	-100.4%		-100.0%
괴정점	캐쥬얼(특정매입)	스트릿	멤버헐리데이		14.5	27,341,950	25,261,410	58072	20,245,800	46542	14,415,040	33138	19,356,100	-29.2%	31,386,500	24.2%
괴정점	캐쥬얼(특정매입)	이지	폴햄메가샾		105.6	81,016,000	82,427,300	26019	85,234,450	26905	76,245,200	24067	84,635,550	4.5%	105,359,350	27.8%
괴정점	잡화(특정매입)	제화	미소페(MISOPE)		15.9	36,770,760	36,249,200	75994	63,425,400	132967	41,528,300	87061	37,730,600	2.6%	39,224,300	8.2%
괴정점	잡화(특정매입)	제화	엘칸토(ELCANTO )		9.1	66,031,400	34,356,500	125848	58,370,600	213812	56,351,600	206416	29,489,900	-55.3%	66,874,900	94.6%
괴정점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	#N/A	#N/A			-		-	22,095,220	-		-		-
괴정점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)		8.0	21,163,800	28,793,500	119973	25,273,100	105305	21,996,000	91650	21,909,300	3.5%	26,044,200	-9.5%
괴정점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)		13.8	11,558,100	23,806,400	57503	16,886,400	40788	14,891,000	35969	17,830,900	54.3%	17,671,800	-25.8%
괴정점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트		11.8	17,247,100	18,039,200	50958	24,066,500	67984	26,192,200	73989	16,716,300	-3.1%	23,298,100	29.2%
괴정점	잡화(특정매입)	제화	미셸BY탠디		12.1	35,263,600	55,618,000	153218	31,506,400	86794	34,051,000	93804	34,189,400	-3.0%	42,213,000	-24.1%
괴정점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)		14.7	18,085,520	27,744,330	62912	28,046,120	63597	23,015,140	52189	24,645,130	36.3%	25,249,470	-9.0%
괴정점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)		15.7	37,249,060	45,118,230	95792	45,758,900	97153	33,538,960	71208	45,122,800	21.1%	49,413,701	9.5%
괴정점	영캐쥬얼(특정)2001	베이직	리스트		15.0	29,050,600	40,059,100	89020	37,796,600	83992	22,008,800	48908	35,002,000	20.5%	34,500,400	-13.9%
괴정점	영캐쥬얼(특정)2001	스트릿	밸리걸		10.7			0		0		0	10,592,750	-	15,803,700	-
괴정점	영캐쥬얼(특정)2001	스트릿	베네통(영캐주얼)	상설	14.3	56,249,180	70,109,100	163424	60,410,240	140816	51,090,140	119091	50,674,820	-9.9%	70,929,440	1.2%
괴정점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕		8.4	19,006,080	19,530,600	77502	18,696,110	74191	13,019,600	51665	14,602,380	-23.2%	11,679,480	-40.2%
괴정점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	#N/A	11.0	11,343,450	11,094,180	33478	7,284,470	21981	7,562,580	22821		-100.0%		-100.0%
괴정점	영캐쥬얼(특정)2001	스트릿	오픈클로젯		13.2			0		0		0	22,666,500	-	40,771,900	-
괴정점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕		14.6	28,426,900	45,403,700	103661	39,162,800	89413	35,437,900	80908	33,589,700	18.2%	50,252,800	10.7%
괴정점	영캐쥬얼(특정)2001	스트릿	에잇컨셉		10.5	35,724,200	52,199,300	165712	38,293,000	121565	39,556,500	125576	34,685,400	-2.9%	52,600,700	0.8%
괴정점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)		11.4		13,309,400	38916	14,405,380	42121	11,509,020	33652	11,785,800	-	16,065,310	20.7%
괴정점	남성의류(특정매입)	신사정장	로가디스		19.3	46,357,670	41,690,040	72004	33,799,330	58375	32,137,870	55506	36,654,270	-20.9%	39,538,560	-5.2%
괴정점	남성의류(특정매입)	신사정장	브렌우드		16.7	31,928,186	40,228,170	80296	41,951,361	83735	28,701,564	57289	39,237,870	22.9%	48,288,800	20.0%
괴정점	남성의류(특정매입)	신사정장	트레몰로		12.9	41,877,610	45,329,600	117131	42,711,130	110365	22,146,870	57227	42,196,000	0.8%	43,744,960	-3.5%
괴정점	남성의류(특정매입)	신사정장	LF종합관	#N/A	#N/A	75,215,720		-		-	53,984,000	-		-100.0%		-
괴정점	남성의류(특정매입)	신사TD	올젠		15.6	27,722,180	31,836,670	67942	38,565,870	82303	22,437,130	47883	25,013,240	-9.8%	33,077,830	3.9%
괴정점	남성의류(특정매입)	골프	디즈니골프		13.8			0	22,609,400	54612	18,018,600	43523	28,121,100	-	40,204,200	-
괴정점	남성의류(특정매입)	골프	제이디엑스(JDX)		8.3			0	20,323,600	81621	18,599,600	74697	19,043,200	-	30,478,600	-
괴정점	남성의류(특정매입)	골프	루이까스텔		15.7			0	53,318,500	113203	58,942,300	125143	58,909,900	-	73,523,700	-
괴정점	아동의류(특정매입)	유아	아가방	정상	17.9	27,987,980	29,519,720	54972	26,410,800	49182	21,371,620	39798	27,896,000	-0.3%	31,701,200	7.4%
괴정점	아동의류(특정매입)	주니어	리바이스키즈	정상	8.7	18,024,000	19,798,820	75858	16,004,100	61318	12,459,000	47736	19,959,100	10.7%	20,776,380	4.9%
괴정점	아동의류(특정매입)	주니어	에어워크주니어	정상	7.7	34,471,740	34,679,100	150126	28,145,790	121843	20,957,400	90725	35,818,600	3.9%	38,842,450	12.0%
괴정점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	복합	10.8	12,611,300	14,802,600	45687	23,314,700	71959	13,048,000	40272	11,880,450	-5.8%	17,622,700	19.1%
괴정점	아동의류(특정매입)	스포츠키즈	플레이키즈프로	정상	8.6	40,988,660	40,769,900	158023	34,469,505	133603	21,399,650	82944	55,456,610	35.3%	54,373,480	33.4%
괴정점	아동의류(특정매입)	유아	앙팡스(압소바)	정상	15.0	7,347,090	11,226,764	24948	11,486,040	25525	6,741,486	14981	18,331,930	149.5%	17,864,760	59.1%
괴정점	아동의류(특정매입)	주니어	폴햄키즈	정상	12.0	57,972,197	55,579,100	154386	45,488,050	126356	26,530,000	73694	42,170,340	-27.3%	50,973,230	-8.3%
괴정점	아동의류(특정매입)	주니어	탑텐키즈	정상	58.7	22,191,838	23,003,060	13062	21,826,725	12395	14,071,823	7991	16,441,370	-25.9%	21,538,000	-6.4%
괴정점	아동의류(특정매입)	스포츠키즈	NBA키즈	정상	8.7	23,272,430	22,644,230	86760	14,396,500	55159	8,665,500	33201	20,779,600	-10.7%	27,277,500	20.5%
괴정점	아동의류(특정매입)	토들러	페리미츠	복합	8.0	50,127,910	42,838,730	178495	33,003,520	137515	20,600,500	85835	18,522,992	-63.0%	24,030,530	-43.9%
괴정점	아동의류(특정매입)	유아	모이몰른	정상	14.8	22,230,750	22,338,890	50313	21,665,420	48796	16,755,500	37738	16,932,640	-23.8%	21,502,880	-3.7%
괴정점	아동의류(특정매입)	주니어	행텐틴즈	정상	7.9	28,379,480	30,022,280	126676	28,749,500	121306	18,927,400	79862	19,670,770	-30.7%	23,638,660	-21.3%
괴정점	여성의류(특정)NC	여성커리어	쉬즈미스		8.7	29,486,700	27,468,700	105244	31,704,100	121472	20,543,900	78712	32,158,000	9.1%	35,163,000	28.0%
괴정점	여성의류(특정)NC	여성커리어	요하넥스	상설	8.6	17,252,800	22,926,400	88862	23,853,500	92455	17,282,900	66988	25,696,500	48.9%	25,026,200	9.2%
괴정점	여성의류(특정)NC	여성커리어	베스띠벨리		7.8	39,698,500	36,996,500	158105	21,220,230	90685	26,206,000	111991	40,645,970	2.4%	30,577,070	-17.4%
괴정점	여성의류(특정)NC	여성TD	비씨비지	상설	8.4	54,334,600	41,542,000	164849	47,615,000	188948	37,161,300	147465	58,879,000	8.4%	76,928,000	85.2%
괴정점	여성의류(특정)NC	여성TD	기비/키이스	상설	14.2	54,142,500	47,256,100	110824	34,063,000	79884	22,066,800	51750	52,206,626	-3.6%	65,282,460	38.1%
괴정점	여성의류(특정)NC	여성커리어	더아이잗		8.6	52,097,940	54,226,340	210180	47,766,120	185140	41,097,650	159293	55,484,830	6.5%	59,883,330	10.4%
괴정점	여성의류(특정)NC	여성커리어	케이엘		9.1		19,603,650	71808	16,546,588	60610	14,218,500	52082	19,586,316	-	19,172,508	-2.2%
괴정점	스포츠(특정)NC	스포츠	아디다스(ADIDAS)		19.5	45,453,650	62,247,000	106503	49,218,950	84212	41,533,940	71063	80,019,660	76.0%	89,066,740	43.1%
괴정점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)		10.8	66,763,000	66,217,160	204374	62,262,000	192167	53,080,900	163830	53,887,000	-19.3%	63,441,000	-4.2%
괴정점	스포츠(특정)NC	스포츠	뉴발란스		41.9	60,220,340	69,190,730	55044	67,218,770	53476	55,500,900	44153	52,282,350	-13.2%	57,677,705	-16.6%
괴정점	스포츠(특정)NC	골프	디즈니골프		13.8	16,022,300	40,090,200	96836	0	0		0		-100.0%		-100.0%
괴정점	스포츠(특정)NC	골프	제이디엑스(JDX)		8.3	13,615,400	16,282,600	65392	0	0		0		-100.0%		-100.0%
괴정점	스포츠(특정)NC	골프	루이까스텔		15.7	62,862,000	103,540,400	219831	0	0		0		-100.0%		-100.0%
괴정점	스포츠(특정)NC	스포츠	휠라(FILA)		36.8	27,770,700	31,683,800	28699	32,316,900	29273	24,259,200	21974	22,545,900	-18.8%	36,521,860	15.3%
괴정점	스포츠(특정)NC	스포츠	스케쳐스		17.0	61,187,530	56,465,170	110716	106,211,360	208258	63,399,850	124313	46,256,600	-24.4%	66,625,650	18.0%
괴정점	스포츠(특정)NC	애슬레져	제인코트&티막		11.0	16,057,370	29,056,560	88050	14,189,410	42998	15,502,300	46977	12,831,370	-20.1%	22,607,240	-22.2%
괴정점	스포츠(특정)NC	아웃도어	밀레(MILLET)		15.0	16,336,490	40,942,060	90982	25,934,470	57632	20,996,120	46658	15,628,950	-4.3%	26,641,970	-34.9%
괴정점	스포츠(특정)NC	아웃도어	블랙야크		15.9	40,884,700	54,480,000	114214	75,050,400	157338	35,500,000	74423	50,934,100	24.6%	71,590,900	31.4%
괴정점	스포츠(특정)NC	아웃도어	아이더(EIDER)		29.2	55,792,200	78,122,800	89181	81,693,000	93257	57,385,600	65509	88,550,400	58.7%	106,088,400	35.8%
괴정점	스포츠(특정)NC	아웃도어	케이투(K2)		29.2	64,061,700	87,244,000	99594	77,292,700	88234	50,578,300	57738	59,275,000	-7.5%	89,094,400	2.1%
괴정점	스포츠(특정)NC	아웃도어	네파		22.0	36,237,400	58,768,000	89042	44,124,900	66856	40,214,800	60932	37,890,800	4.6%	56,768,700	-3.4%
괴정점	스포츠(특정)NC	아웃도어	디스커버리	#N/A	#N/A			-		-	24,988,900	-		-	5,918,800	-
울산2점	캐쥬얼(특정매입)	이지	프로젝트M	정상	21.6	19,246,200	16,765,400	25873	32,872,250	50729	16,452,100	25389	12,657,500	-34.2%	24,007,650	43.2%
울산2점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	정상	12.6	8,464,100	8,361,900	22121	8,928,410	23620	7,545,630	19962	8,299,630	-1.9%	8,314,310	-0.6%
울산2점	캐쥬얼(특정매입)	이지	폴햄메가샾	정상	124.2	76,130,750	67,324,400	18069	79,435,300	21319	66,171,100	17759	54,623,900	-28.2%	60,368,450	-10.3%
울산2점	잡화(특정매입)	제화	무크(MOOK)	#N/A	6.5	4,912,770	3,937,760	20271	6,623,960	34099	6,316,200	32515		-100.0%		-100.0%
울산2점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	13.9	22,210,100	21,864,700	52478	32,719,900	78531	21,091,400	50622	22,578,500	1.7%	29,655,000	35.6%
울산2점	영캐쥬얼(특정)2001	베이직	씨(SI)	복합	21.5	7,028,000	6,470,690	10012	7,331,700	11344	4,249,500	6575		-100.0%		-100.0%
울산2점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	#N/A	18.1			0		0		0		-	24,438,420	-
울산2점	남성의류(특정매입)	신사정장	트레몰로	정상	25.4		9,115,350	11962	11,155,850	14640	8,255,110	10833	10,160,600	-	10,013,200	9.8%
울산2점	아동의류(특정매입)	주니어	제이씨비(JCB)	복합	14.9	8,010,000	12,131,000	27139	10,432,300	23338	5,458,300	12211	7,859,000	-1.9%	5,785,100	-52.3%
울산2점	아동의류(특정매입)	주니어	에어워크주니어	정상	12.2	6,379,800	4,029,700	11010	2,415,700	6600	2,332,600	6373	10,164,650	59.3%	8,123,300	101.6%
울산2점	아동의류(특정매입)	주니어	스파오키즈	정상	15.2			0		0		0	13,457,100	-	6,630,200	-
울산2점	아동의류(특정매입)	주니어	행텐틴즈	정상	10.9	19,146,130	20,519,960	62752	24,590,890	75201	13,332,570	40772	21,090,990	10.2%	26,210,270	27.7%
울산2점	여성의류(특정)NC	여성커리어	베스띠벨리	정상	20.0		10,206,450	17011	20,671,800	34453	16,026,750	26711	18,382,550	-	18,086,256	77.2%
울산2점	스포츠(특정)NC	아웃도어	디스커버리	#N/A	#N/A		8,340,200	-	37,250,300	-		-		-		-100.0%
창원점	캐쥬얼(특정매입)	이지	폴햄	정상	31.4	65,087,050	53,669,150	56974	89,773,200	95301	50,583,100	53698	59,635,050	-8.4%	33,482,000	-37.6%
창원점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	15.7	37,563,150	30,695,390	65171	41,442,820	87989	26,446,570	56150	19,297,420	-48.6%	22,779,880	-25.8%
창원점	캐쥬얼(특정매입)	이지	프로젝트M	정상	16.8	67,278,050	64,709,900	128486	75,706,900	150321	45,618,900	90580	72,374,900	7.6%	61,293,100	-5.3%
창원점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	#N/A	10.0	18,003,660	13,366,090	44352	28,092,650	93219	12,548,960	41641		-100.0%		-100.0%
창원점	캐쥬얼(특정매입)	스트릿	JEEP	복합	12.3			0		0		0	26,026,455	-	18,186,320	-
창원점	캐쥬얼(특정매입)	스트릿	더블에이트	정상	10.1	21,846,000	16,077,800	52895	18,178,600	59806	12,501,300	41128	14,431,000	-33.9%	15,910,700	-1.0%
창원점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	33.2	110,159,700	78,926,100	79243	115,738,800	116204	52,960,400	53173	70,372,400	-36.1%	61,657,100	-21.9%
창원점	캐쥬얼(특정매입)	진	버커루	복합	15.7			0		0		0	32,202,600	-	36,755,600	-
창원점	캐쥬얼(특정매입)	스트릿	그루브라임플레이	정상	10.9	25,057,300	20,902,700	63923	30,374,400	92888	17,105,600	52311	18,872,500	-24.7%	23,811,400	13.9%
창원점	캐쥬얼(특정매입)	이지	위라이크	정상	19.1	37,578,900	29,230,900	51054	46,691,700	81550	31,138,400	54385	46,260,700	23.1%	44,608,400	52.6%
창원점	잡화(특정매입)	제화	무크(MOOK)	정상	13.8	5,982,840	4,796,625	11586	11,399,560	27535	7,444,785	17983	8,390,040	40.2%	8,435,520	75.9%
창원점	잡화(특정매입)	제화	미소페(MISOPE)	정상	15.8	29,670,880	15,508,200	32718	28,288,800	59681	18,772,600	39605	13,755,800	-53.6%	12,023,600	-22.5%
창원점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	정상	13.6	32,418,800	35,107,220	86047	39,373,860	96505	34,826,180	85358	40,374,900	24.5%	24,584,370	-30.0%
창원점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	11.2	31,916,500	27,639,900	82262	33,052,700	98371	36,189,300	107706	46,347,400	45.2%	38,660,000	39.9%
창원점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	정상	11.1	13,684,600	11,645,500	34971	14,327,500	43026	11,772,000	35351	11,751,700	-14.1%	8,012,000	-31.2%
창원점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	#N/A	#N/A			-		-		-		-		-
창원점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	정상	9.8	14,434,700	6,675,300	22705	13,023,600	44298	7,632,700	25962	9,831,600	-31.9%	5,338,300	-20.0%
창원점	잡화(특정매입)	제화	미셸BY탠디	복합	26.4	21,476,500	22,180,700	28006	26,177,600	33053	21,335,000	26938	34,716,000	61.6%	17,739,000	-20.0%
창원점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	19.8	13,648,310	14,059,190	23669	16,868,780	28399	11,458,740	19291	37,728,620	176.4%	40,899,230	190.9%
창원점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	정상	10.0	21,936,100	19,801,300	66004	23,738,500	79128	23,894,900	79650	31,198,000	42.2%	26,441,000	33.5%
창원점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	14.9	26,034,600	23,207,360	51918	18,118,410	40533	15,511,210	34701	58,313,400	124.0%	40,157,290	73.0%
창원점	영캐쥬얼(특정)2001	베이직	리스트	복합	20.0	32,839,600	22,156,400	36927	31,485,600	52476	26,173,200	43622	36,510,600	11.2%	20,001,200	-9.7%
창원점	영캐쥬얼(특정)2001	베이직	르샵	상설	14.1	36,237,550	28,482,000	67333	36,591,800	86505	28,510,800	67401	31,113,800	-14.1%	24,275,700	-14.8%
창원점	영캐쥬얼(특정)2001	스트릿	밸리걸	정상	12.1	18,536,700	22,250,900	61297	22,372,700	61633	17,121,100	47166	18,798,900	1.4%	13,924,800	-37.4%
창원점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕	상설	10.0	46,461,100	35,680,100	118934	43,580,000	145267	35,803,600	119345	30,051,410	-35.3%	20,434,090	-42.7%
창원점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	상설	14.9	42,768,300	28,127,600	62925	42,419,000	94897	20,625,300	46142	36,697,900	-14.2%	30,079,900	6.9%
창원점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	정상	12.1	51,978,900	16,202,700	44636	25,080,800	69093	24,251,900	66810	24,419,000	-53.0%	22,362,100	38.0%
창원점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	22.9	35,060,700	18,941,400	27571	35,930,200	52300	28,629,100	41673	30,084,700	-14.2%	25,417,600	34.2%
창원점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	복합	10.0	4,247,600	4,289,600	14299	4,516,400	15055	2,956,500	9855	6,424,200	51.2%	5,443,500	26.9%
창원점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	정상	12.1	50,187,600	35,082,780	96647	56,737,300	156301	35,755,260	98499	42,061,830	-16.2%	36,092,530	2.9%
창원점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	정상	14.1	60,055,650	53,701,670	126954	60,341,770	142652	52,273,150	123577	67,447,060	12.3%	56,533,360	5.3%
창원점	남성의류(특정매입)	신사정장	브렌우드	정상	37.1	75,515,496	34,517,270	31013	29,154,721	26195	20,861,794	18744	55,097,970	-27.0%	40,007,880	15.9%
창원점	남성의류(특정매입)	신사정장	트레몰로	정상	14.1	4,291,288	10,033,200	23719	9,649,200	22811	6,188,000	14629	5,765,600	34.4%	7,661,400	-23.6%
창원점	남성의류(특정매입)	신사정장	LF종합관	#N/A	#N/A			-		-		-		-		-
창원점	남성의류(특정매입)	신사TD	올젠	정상	17.9	16,476,790	10,700,820	19888	14,539,450	27022	30,265,400	56249	41,577,880	152.3%	43,833,060	309.6%
창원점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	17.5	49,257,960	41,099,870	78285	45,749,030	87141	36,012,540	68595	54,789,910	11.2%	49,585,622	20.6%
창원점	남성의류(특정매입)	신사캐쥬얼	킨록2	정상	16.2	26,241,520	14,881,050	30619	19,797,810	40736	11,027,140	22690	15,888,650	-39.5%	13,821,510	-7.1%
창원점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	#N/A	20.6			0		0		0		-	21,370,600	-
창원점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	정상	12.1	9,635,280	11,916,870	32829	13,276,940	36576	6,579,600	18126	11,980,810	24.3%	15,066,290	26.4%
창원점	남성의류(특정매입)	신사캐쥬얼	앤드지	정상	12.1	15,801,778	13,155,990	36242	13,778,288	37957	12,464,428	34337	16,672,580	5.5%	14,615,100	11.1%
창원점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	10.3	9,008,810	9,332,970	30281	10,139,210	32896	6,043,040	19607	0	-100.0%		-100.0%
창원점	남성의류(특정매입)	골프	디즈니골프	정상	10.9			0	41,746,510	127665	22,971,510	70249	44,663,120	-	40,720,000	-
창원점	남성의류(특정매입)	골프	제이디엑스(JDX)	정상	11.0			0	28,233,000	85555	18,372,400	55674	27,360,090	-	24,211,800	-
창원점	남성의류(특정매입)	골프	팬텀	정상	10.9			0	48,490,245	148288	23,074,489	70564	41,877,466	-	30,455,030	-
창원점	아동의류(특정매입)	유아	아가방	정상	13.2	36,478,700	33,298,400	84087	34,996,900	88376	22,017,260	55599	34,850,450	-4.5%	37,098,940	11.4%
창원점	아동의류(특정매입)	스포츠키즈	아디다스키즈	복합	7.7	54,412,700	40,966,400	177344	43,101,800	186588	23,482,900	101658	40,799,200	-25.0%	37,631,800	-8.1%
창원점	아동의류(특정매입)	주니어	제이씨비(JCB)	정상	5.1	35,170,780	24,803,680	162116	34,017,500	222337	16,505,600	107880	30,136,800	-14.3%	26,182,340	5.6%
창원점	아동의류(특정매입)	스포츠키즈	휠라키즈	정상	13.7	39,424,960	28,607,100	69604	30,051,370	73118	16,330,000	39732	39,093,600	-0.8%	34,345,000	20.1%
창원점	아동의류(특정매입)	주니어	에어워크주니어	정상	10.6	64,581,000	52,109,600	163867	42,389,300	133300	18,454,100	58032	47,214,690	-26.9%	53,858,700	3.4%
창원점	아동의류(특정매입)	스포츠키즈	뉴발란스키즈	정상	13.7	85,690,100	68,647,400	167025	64,220,330	156254	44,316,190	107825	78,103,660	-8.9%	63,659,970	-7.3%
창원점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	#N/A	#N/A			-		-		-		-	26,681,600	-
창원점	아동의류(특정매입)	유아	앙팡스(압소바)	정상	16.1	30,099,100	25,033,900	51830	33,298,800	68942	19,737,300	40864	25,218,500	-16.2%	24,927,860	-0.4%
창원점	아동의류(특정매입)	주니어	폴햄키즈	정상	10.2	52,033,300	33,078,850	108101	40,392,300	132001	17,977,250	58749	39,903,760	-23.3%	32,911,750	-0.5%
창원점	아동의류(특정매입)	주니어	탑텐키즈	정상	22.2	57,707,940	28,934,184	43445	48,547,330	72894	23,032,800	34584	38,708,940	-32.9%	43,086,200	48.9%
창원점	아동의류(특정매입)	스포츠키즈	NBA키즈	복합	7.7	41,004,400	21,130,700	91475	26,263,500	113695	9,603,500	41574	44,251,200	7.9%	27,729,080	31.2%
창원점	아동의류(특정매입)	주니어	스파오키즈	정상	25.2	24,562,208	44,851,100	59327	56,781,200	75107	22,853,900	30230	50,199,200	104.4%	35,547,500	-20.7%
