지점	카테고리	조닝	브랜드	매장유형	평수	25년 1월 매출	25년 2월 매출	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	25년 7월 매출	25년 8월 매출	25년 9월 매출	25년 10월 매출	25년 11월 매출	25년 12월 매출	26년 1월 매출	26년 2월 매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률	26년 5월 매출
쇼핑점	남성의류(특정매입)	신사TD	올젠	정상	16.3	40,472,940	27,480,930	31,769,160	45,597,180	93,254	41,701,710	85,287	32,859,080	67,202	32,333,580	22,221,150	27,281,000	46,141,710	59,255,404	45,936,312	35,659,740	27,768,460	38,020,680	19.68%	54,302,720	19.09%	42,663,950
쇼핑점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	20.3	33,202,120	31,438,800	27,209,380	22,232,460	36,507	28,936,670	47,515	23,858,840	39,177	21,464,960	19,015,400	25,113,480	32,565,800	50,651,900	58,040,520	47,541,370	25,975,340	27,938,760	2.68%	35,575,648	60.02%	35,248,900
쇼핑점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	복합	12.0	54,754,820	50,470,998	46,519,730	148,739,390	413,165	47,348,504	131,524	40,828,400	113,412	37,802,500	28,828,200	25,686,880	55,608,700	171,086,300	60,669,990	51,265,088	40,435,950	52,450,500	12.75%	147,966,410	-0.52%	49,280,540
쇼핑점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	복합	12.5	10,601,600	19,433,400	18,788,800	25,704,400	68,545	29,895,060	79,720	25,676,190	68,470	22,246,010	14,905,380	11,073,200	23,528,900	55,553,060	19,920,880	39,617,300	15,751,600	32,260,000	71.70%	27,343,400	6.38%	65,856,800
쇼핑점	남성의류(특정매입)	신사캐쥬얼	바쏘옴므	정상	12.8	25,380,730	20,163,080	26,618,540	25,905,080	67,461	26,859,520	69,947	18,708,390	48,720	12,344,510	12,843,020	16,570,580	26,873,500	42,055,880	39,702,580	30,737,180	21,379,200	32,790,890	23.19%	32,615,600	25.90%	34,701,020
쇼핑점	남성의류(특정매입)	신사캐쥬얼	앤드지	정상	15.1	22,114,790	16,822,690	21,115,820	17,137,720	37,832	22,162,898	48,925	13,538,570	29,886	9,019,540	12,841,340	10,067,380	20,751,970	30,017,920	26,287,220	20,969,690	18,971,920	24,221,530	14.71%	21,028,360	22.70%	21,614,720
쇼핑점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	10.7	10,959,400	5,035,700	14,142,800	15,631,260	48,747	9,023,280	28,140	7,211,860	22,491	14,065,600	9,623,400	8,034,220	12,036,650	30,733,870	12,130,410	11,439,100	9,608,080	20,688,280	46.28%	23,621,800	51.12%	14,188,340
쇼핑점	남성의류(특정매입)	골프	레노마골프	정상	10.6					0	8,844,200	27,938	6,019,500	19,015	15,505,300	10,159,400	11,193,000	16,594,300	21,571,100	17,010,900	11,431,900	6,685,900	12,054,400	-	16,330,000	-	12,163,100
쇼핑점	남성의류(특정매입)	골프	제이디엑스(JDX)	복합	12.0					0	12,729,600	35,485	14,770,700	41,175	14,284,100	13,894,000	12,410,000	23,364,500	32,934,820	22,324,110	15,676,700	19,762,090	26,721,180	-	36,662,200	-	26,492,480
쇼핑점	남성의류(특정매입)	골프	팬텀	상설	14.5				14,396,700	33,096	15,458,800	35,537	21,447,266	49,304	18,759,991	15,878,210	11,812,030	16,416,950	26,637,240	21,807,100	19,396,600	11,024,800	19,341,200	-	18,872,200	31.09%	26,117,680
쇼핑점	남성의류(특정매입)	골프	루이까스텔	상설	20.8					0	28,139,000	45,101	31,689,500	50,791	18,544,300	14,977,400	14,215,400	34,407,700	38,252,600	24,982,200	19,025,000	20,647,700	77,498,400	-	40,775,800	-	34,087,100
쇼핑점	남성의류(특정매입)	골프	벤제프골프	정상	14.4					0	34,581,200	80,120	25,011,700	57,948	19,549,000	15,928,000	32,617,800	44,413,800	50,730,200	49,831,008	38,169,000	24,315,000	25,017,800	-	30,653,800	-	30,150,000
쇼핑점	아동의류(특정매입)	유아	아가방	정상	#N/A	33,226,250	26,214,260	31,460,410	30,083,300	-	32,861,300	-	22,841,690	-	22,863,150	26,511,750	41,637,940	49,062,480	42,691,820	35,081,470	24,558,480	27,729,400	37,936,370	20.58%	40,668,300	35.19%	36,532,940
쇼핑점	아동의류(특정매입)	주니어	리바이스키즈	정상	6.5	8,220,400	8,414,940	13,922,000	13,591,100	69,940	10,044,030	51,687	7,487,910	38,533	7,303,980	4,192,500	9,715,950	18,272,838	12,398,740	8,096,450	5,704,150	11,481,700	13,741,960	-1.29%	14,286,420	5.12%	12,202,200
쇼핑점	아동의류(특정매입)	주니어	에어워크주니어	정상	6.9			17,029,000	11,302,750	54,603	10,016,600	48,389	5,708,950	27,579			1,321,900						6,348,100	-62.72%	6,721,600	-40.53%	
쇼핑점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	복합	8.6					0	20,759,300	80,462	13,470,000	52,209	4,794,600	4,029,600	37,281,500	32,270,700	98,772,200	46,229,000	23,804,000	16,767,900	31,606,000	-	30,866,450	-	42,701,300
쇼핑점	아동의류(특정매입)	주니어	폴햄키즈	정상	12.4	27,729,600	31,233,800	42,533,510	36,809,800	98,637	33,930,260	90,921	18,996,290	50,903	13,756,320	12,568,520	29,054,180	39,208,080	55,212,230	37,582,110	21,664,760	31,232,350	56,289,300	32.34%	47,271,300	28.42%	36,695,950
쇼핑점	아동의류(특정매입)	주니어	탑텐키즈	정상	23.7	11,212,880	10,931,090	18,329,500	22,579,739	31,777	17,194,135	24,197	11,834,109	16,654	8,970,781	5,336,590	14,607,810	30,754,400	24,633,500	16,572,700	9,805,600	12,087,940	22,022,120	20.15%	20,539,200	-9.04%	23,697,600
쇼핑점	아동의류(특정매입)	토들러	페리미츠	데이터 부재	7.1	5,075,580	2,625,270	3,560,500		0		0		0										-100.00%		-	
쇼핑점	아동의류(특정매입)	유아	모이몰른	정상	7.7	22,553,800	17,290,190	21,016,440	21,805,150	94,395	19,965,340	86,430	24,011,920	103,948	23,609,040	8,644,700	20,223,200	21,625,370	19,298,270	16,644,190	14,594,040	16,370,600	15,639,590	-25.58%	20,064,480	-7.98%	22,776,620
쇼핑점	아동의류(특정매입)	주니어	행텐틴즈	정상	6.0	11,920,430	12,312,640	21,361,220	22,685,600	125,442	26,014,465	143,849	15,655,600	86,569	12,340,280	8,098,500	16,176,700	33,002,800	29,680,600	21,234,100	10,249,600	13,667,000	21,517,800	0.73%	24,070,800	6.11%	24,337,850
쇼핑점	여성의류(특정)NC	여성캐릭터	데코	상설	15.7	20,219,000	25,165,050	33,253,950	34,708,000	73,690	23,893,000	50,728	25,120,000	53,333	20,202,000	24,665,000	22,280,000	35,866,000	32,842,000	30,067,000	22,913,000	22,844,000	35,018,000	5.30%	35,091,000	1.10%	28,733,000
쇼핑점	여성의류(특정)NC	여성커리어	쉬즈미스	정상	14.2	36,703,000	50,032,300	41,033,800	45,000,700	105,606	45,634,300	107,093	46,141,100	108,282	36,062,000	27,215,000	32,316,700	65,196,700	64,348,200	50,156,500	38,015,300	71,574,200	47,616,600	16.04%	55,090,800	22.42%	53,252,700
쇼핑점	여성의류(특정)NC	여성커리어	안지크	정상	12.0	25,614,600	27,377,900	46,142,200	40,535,700	112,966	51,797,500	144,351	37,023,000	103,177	41,515,000	27,197,800	34,930,700	40,026,300	36,682,200	32,011,100	23,156,200	26,918,700	54,856,000	18.88%	50,800,900	25.32%	35,514,800
쇼핑점	여성의류(특정)NC	여성커리어	요하넥스	상설	16.7	24,637,200	40,046,100	33,264,500	43,251,100	86,330	36,658,300	73,170	32,008,401	63,889	27,862,500	23,720,100	21,704,900	42,493,000	60,007,900	33,691,600	25,649,000	22,229,600	52,089,100	56.59%	40,458,100	-6.46%	43,319,200
쇼핑점	여성의류(특정)NC	여성커리어	크레송	복합	16.5					0		0		0			10,031,200	43,795,240	48,640,400	34,484,000	31,080,420	34,430,570	45,820,430	-	37,953,250	-	36,318,330
쇼핑점	여성의류(특정)NC	마담	올리비아로렌	정상	12.6	65,246,240	51,254,710	52,280,090	60,399,290	159,341	59,846,960	157,884	51,742,860	136,504	51,098,410	37,989,910	75,347,940	62,912,080	82,464,550	74,992,500	72,488,320	58,817,640	77,289,040	47.84%	83,724,300	38.62%	56,450,420
쇼핑점	여성의류(특정)NC	여성커리어	베스띠벨리	정상	11.6	10,021,250	10,913,560	11,495,960	14,568,010	41,862	12,225,740	35,131	10,642,360	30,581	10,240,785	10,012,880	17,243,766	14,285,500	24,650,630	19,008,171	14,011,450	16,389,453	18,396,880	60.03%	26,065,480	78.92%	20,257,825
쇼핑점	여성의류(특정)NC	마담	파올라	정상	9.8	32,675,000	25,915,000	53,054,000	65,549,000	223,063	46,456,000	158,089	46,772,000	159,165	45,552,000	36,933,000	53,026,000	61,075,000	80,006,000	41,974,000	43,319,000	30,051,000	55,032,000	3.73%	68,006,000	3.75%	46,494,000
쇼핑점	여성의류(특정)NC	여성커리어	더레노마	정상	15.6	24,048,700	25,233,000	40,173,960	41,488,200	88,428	37,618,700	80,180	31,485,800	67,109	27,255,200	23,845,600	29,614,900	44,406,700	51,076,510	38,552,800	28,686,080	24,952,300	40,610,700	1.09%	47,509,300	14.51%	47,332,100
쇼핑점	여성의류(특정)NC	여성커리어	발렌시아	정상	12.8	30,064,400	30,305,000	55,232,000	40,091,520	104,405	30,257,400	78,795	60,023,400	156,311	30,011,700	30,740,400	40,459,800	36,105,600	45,016,600	47,429,800	35,092,400	33,087,600	64,058,800	15.98%	40,079,000	-0.03%	33,544,800
쇼핑점	여성의류(특정)NC	여성커리어	비꼴리끄	정상	13.0	22,371,900	16,908,000	26,630,100	31,529,000	80,844	31,548,000	80,892	28,045,000	71,910	26,444,000	27,680,000	31,096,000	31,381,000	33,731,000	24,623,000	25,055,000	17,028,000	40,098,000	50.57%	32,082,000	1.75%	28,167,000
쇼핑점	여성의류(특정)NC	여성커리어	아르테	정상	8.9	13,502,400	19,723,000	23,560,400	23,294,600	87,419	22,345,200	83,856	18,062,400	67,784	27,081,000	21,473,000	19,220,300	27,799,000	24,826,700	26,897,600	18,632,400	20,346,600	25,262,000	7.22%	28,694,900	23.18%	17,477,400
쇼핑점	여성의류(특정)NC	여성커리어	제시뉴욕	상설	11.2	15,281,400	13,532,500	23,242,600	17,197,000	51,182	15,123,700	45,011	9,791,080	29,140	8,548,600	12,934,600	25,028,760	29,521,120	31,220,000	22,934,400	21,532,640	15,644,020	30,248,200	30.14%	25,852,720	50.33%	18,092,900
쇼핑점	여성의류(특정)NC	여성TD	기비/키이스	상설	18.4	24,048,300	35,544,815	43,551,200	50,827,200	91,949	39,079,400	70,697	25,085,000	45,380	19,543,000	25,368,600	24,265,160	27,293,760	35,919,054	33,218,728	33,339,536	26,887,472	69,227,580	58.96%	38,637,476	-23.98%	35,999,084
쇼핑점	여성의류(특정)NC	여성커리어	더아이잗	정상	16.6	20,336,760	22,031,100	27,113,520	35,078,300	70,438	28,245,740	56,718	24,013,540	48,220	21,332,580	22,407,600	30,090,740	30,255,580	43,239,080	44,169,540	40,816,200	27,010,320	42,071,940	55.17%	35,159,360	0.23%	30,673,960
쇼핑점	여성의류(특정)NC	여성커리어	케이엘	정상	12.7	26,645,100	20,219,700	31,188,300	39,180,150	102,835	32,622,350	85,623	26,119,000	68,554	20,211,900	20,004,980	33,043,250	40,518,100	39,129,400	41,238,200	26,669,100	30,002,600	44,165,400	41.61%	43,509,050	11.05%	36,086,000
쇼핑점	스포츠(특정)NC	스포츠	나이키(NIKE)	정상	#N/A					-		-		-						70,588,880	17,470,780	33,320,050	5,800,340	-		-	-82,560
쇼핑점	스포츠(특정)NC	아웃도어	웨스트우드	복합	14.9	13,759,900	15,620,000	19,519,800	20,982,200	46,980	18,766,600	42,019	17,996,400	40,295	17,582,620	9,166,400	9,792,220	14,547,250	73,000,300	23,855,700	27,931,600	13,324,100	73,900,900	278.59%	18,693,600	-10.91%	17,393,100
쇼핑점	스포츠(특정)NC	스포츠	프로스펙스	데이터 부재	16.3	16,980,500	16,723,300	28,941,700	25,805,300	52,735	30,495,000	62,319	24,734,000	50,546	24,000,500	13,402,100								-100.00%		-100.00%	
쇼핑점	스포츠(특정)NC	아웃도어	콜핑(KOLPING)	복합	16.3	14,861,000	17,352,000	19,334,000	19,016,000	38,962	25,422,000	52,087	53,813,000	110,257	18,348,000	10,857,000	8,999,000	48,768,000	52,646,000	21,158,000	38,010,000	11,715,000	21,025,000	8.75%	24,002,000	26.22%	67,956,000
쇼핑점	스포츠(특정)NC	골프	레노마골프	정상	10.6			8,030,200	7,149,400	22,584	0	0		0	15,505,300	10,159,400	11,193,000	16,594,300	21,571,100	17,010,900	11,431,900	6,685,900		-100.00%		-100.00%	12,163,100
쇼핑점	스포츠(특정)NC	골프	제이디엑스(JDX)	복합	12.0			19,449,300	13,659,550	38,077	0	0		0	14,284,100	13,894,000	12,410,000	23,364,500	32,934,820	22,324,110	15,676,700	19,762,090		-100.00%		-100.00%	26,492,480
쇼핑점	스포츠(특정)NC	골프	팬텀	상설	14.5			17,665,400	2,988,600	6,870		0		0	18,759,991	15,878,210	11,812,030	16,416,950	26,637,240	21,807,100	19,396,600	11,024,800		-100.00%		-100.00%	26,117,680
쇼핑점	스포츠(특정)NC	골프	루이까스텔	상설	20.8			54,146,100	51,124,100	81,941	0	0		0	18,544,300	14,977,400	14,215,400	34,407,700	38,252,600	24,982,200	19,025,000	20,647,700		-100.00%		-100.00%	34,087,100
쇼핑점	스포츠(특정)NC	골프	벤제프골프	정상	14.4			27,577,100	32,741,600	75,858	0	0		0	19,549,000	15,928,000	32,617,800	44,413,800	50,730,200	49,831,008	38,169,000	24,315,000		-100.00%		-100.00%	30,150,000
쇼핑점	스포츠(특정)NC	스포츠	스케쳐스	정상	20.4	46,266,970	41,638,130	81,196,100	78,186,160	127,729	92,632,800	151,329	73,406,940	119,921	62,551,480	50,202,130	63,660,220	79,119,820	74,901,530	73,126,340	65,129,760	57,812,810	85,259,930	5.00%	157,413,790	101.33%	94,476,710
쇼핑점	스포츠(특정)NC	아웃도어	밀레(MILLET)	복합	28.6	25,767,520	24,773,070	31,025,080	21,056,470	24,511	25,969,030	30,230	21,001,670	24,447	33,250,640	24,378,790	33,329,180	59,066,990	54,296,450	61,153,440	24,674,070	18,822,800	16,138,920	-47.98%	23,675,370	12.44%	35,834,580
쇼핑점	스포츠(특정)NC	아웃도어	트렉스타	상설	14.7	8,862,400	7,936,400	19,370,450	12,305,700	27,816	14,835,580	33,535	13,250,780	29,952	13,886,080	11,920,200	13,452,340	19,973,340	22,195,530	23,928,570	18,546,590	13,994,600	14,560,100	-24.83%	11,827,440	-3.89%	21,160,210
수성점	캐쥬얼(특정매입)	이지	폴햄	정상	12.7	10,351,350	6,880,150	15,863,850	13,917,450	36,529	16,014,000	42,031	13,078,550	34,327	10,668,600	6,501,850	7,052,100	18,202,700	20,002,550	15,009,300	10,800,700	9,008,100	11,618,200	-26.76%	11,242,850	-19.22%	14,558,400
수성점	잡화(특정매입)	제화	무크(MOOK)	정상	5.2	7,188,480	5,910,025	6,042,315	6,614,055	42,398	11,137,370	71,393	11,792,400	75,592	12,708,600	10,020,400	9,013,600	10,461,080	9,964,600	8,810,920	7,562,720	4,094,800	10,025,520	65.92%	9,159,320	38.48%	11,419,765
수성점	잡화(특정매입)	제화	미소페(MISOPE)	정상	9.2	7,043,000	7,100,620	11,874,120	8,797,200	31,874	11,248,000	40,754	21,685,000	78,569	11,532,000	6,894,200	12,311,200	22,133,400	25,033,800	19,194,760	14,680,560	10,453,640	18,013,800	51.71%	21,944,100	149.44%	21,046,200
수성점	잡화(특정매입)	제화	에스콰이아(ESQUIRE)	데이터 부재	15.8	4,626,620	2,713,000	3,401,900	2,182,200	4,604	5,080,300	10,718	4,539,340	9,577	5,701,860	3,529,520	3,523,960	1,851,400						-100.00%		-100.00%	
수성점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	9.6	32,531,100	20,039,300	36,239,000	37,374,500	129,773	40,583,500	140,915	32,969,800	114,478	31,480,500	25,389,800	29,428,600	34,190,000	34,619,600	38,359,200	22,430,200	15,650,400	37,432,300	3.29%	33,202,000	-11.16%	26,748,000
수성점	잡화(특정매입)	제화	허쉬파피(HUSHPUPPIES)	정상	9.2	13,051,920	11,687,210	13,678,490	20,953,190	75,917	20,817,670	75,426	24,692,000	89,464	27,855,950	12,212,760	15,107,970	16,400,340	19,256,940	19,475,380	15,374,010	8,300,600	11,330,300	-17.17%	15,720,700	-24.97%	11,956,100
수성점	잡화(특정매입)	핸드백/피혁	닥스(핸드백)	데이터 부재	#N/A					-		-		-			8,483,480	4,718,280		4,032,400		4,623,500	4,642,100	-		-	
수성점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	정상	12.7	12,070,100	10,534,800	12,065,900	21,224,600	55,708	17,430,600	45,750	13,491,000	35,409	13,489,800	12,783,250	19,443,500	13,439,900	18,222,600	12,010,270	12,823,300	10,927,500	10,764,600	-10.78%	22,862,800	7.72%	16,460,700
수성점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	정상	12.7	7,559,890	6,665,550	9,435,190	13,356,290	35,056	9,967,230	26,161	9,630,530	25,277	10,527,160	11,322,040	12,615,960	10,911,300	11,871,180	9,195,420	7,175,990	8,189,800	11,666,770	23.65%	11,085,250	-17.00%	9,848,600
수성점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	13.2	61,090,850	25,289,540	38,863,970	37,732,200	95,283	55,941,510	141,266	68,628,410	173,304	160,741,680	43,485,800	75,569,000	79,222,300	72,805,610	53,188,860	66,669,600	76,370,740	71,928,160	85.08%	107,809,420	185.72%	36,944,170
수성점	영캐쥬얼(특정)2001	베이직	로엠(ROEM)	정상	15.4	8,215,440	7,921,840	12,025,760	12,968,880	28,071	14,017,380	30,341	10,570,160	22,879	8,081,300	7,414,460	9,535,620	11,559,420	11,975,830	11,115,540	10,527,080	6,199,140	9,067,980	-24.60%	12,786,860	-1.40%	10,412,737
수성점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	복합	13.9	3,217,400	2,951,300	4,252,100	5,980,900	14,343	6,298,100	15,103	6,749,800	16,187	6,313,100	4,725,500	5,880,100	13,257,200	10,287,300	7,733,400	5,541,400	5,821,000	8,153,500	91.75%	9,880,400	65.20%	9,102,600
수성점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	19.7	14,450,610	13,200,620	16,450,940	17,334,640	29,331	19,698,130	33,330	17,746,010	30,027	14,334,550	11,397,760	15,664,110	19,170,720	18,976,910	14,552,550	10,520,810	11,492,930	17,164,680	4.34%	19,524,500	12.63%	15,305,100
수성점	영캐쥬얼(특정)2001	베이직	리스트	정상	17.8	15,984,200	21,584,000	24,032,900	20,291,000	37,998	20,176,700	37,784	13,785,700	25,816	12,510,000	6,656,000	8,744,900	22,681,000	18,167,600	19,311,900	14,408,100	12,317,900	19,414,200	-19.22%	16,057,300	-20.86%	21,141,600
수성점	영캐쥬얼(특정)2001	스트릿	밸리걸	정상	11.5	6,258,900	6,363,000	11,393,500	12,039,900	34,898	13,616,000	39,467	12,537,200	36,340	14,876,400	8,501,000	7,658,000	9,759,200	10,301,900	11,488,900	6,430,300	7,215,700	9,543,400	-16.24%	13,276,000	10.27%	12,693,500
수성점	영캐쥬얼(특정)2001	베이직	비지트인뉴욕	복합	13.6	16,875,870	18,848,800	18,043,720	15,453,410	37,876	14,686,020	35,995	10,760,720	26,374	9,007,650	12,576,040	9,407,690	16,421,770	12,886,170	15,272,610	7,037,250	6,148,260	15,697,860	-13.00%	9,345,900	-39.52%	11,493,300
수성점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	복합	13.9	10,705,390	6,164,800	18,823,100	10,887,790	26,110	12,081,730	28,973	8,728,200	20,931	9,400,000	10,835,200	8,970,600	15,217,400	19,389,720	21,143,960	10,196,720	7,520,770	14,378,230	-23.61%	12,108,700	11.21%	10,748,030
수성점	영캐쥬얼(특정)2001	베이직	씨(SI)	복합	11.8	12,959,880	17,287,240	11,225,190	12,723,660	35,943	7,793,570	22,016	18,645,700	52,671	14,143,120	11,914,760	13,980,480	14,959,160	27,669,230	21,371,200	14,974,300	18,874,500	15,982,100	42.38%	16,652,100	30.88%	10,788,960
수성점	영캐쥬얼(특정)2001	스트릿	헤이린뉴욕	정상	7.5	9,035,400	4,478,700	6,713,800	17,961,500	79,829	14,582,800	64,812	20,598,500	91,549	16,072,700	19,710,300	5,264,700	16,797,300	25,269,700	11,126,100	6,198,000	12,516,900	15,723,700	134.20%	17,622,500	-1.89%	12,506,500
수성점	영캐쥬얼(특정)2001	캐릭터	틸버리	정상	11.8	7,007,900	8,005,600	7,220,200	12,275,400	34,676	7,631,100	21,557	9,138,900	25,816	14,033,300	6,672,700	7,079,900	8,307,200	10,057,800	20,189,200	12,524,200	7,019,500	9,366,500	29.73%	11,258,600	-8.28%	7,092,900
수성점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	14.5	6,977,200	4,084,900	11,618,200	12,262,000	28,189	10,394,800	23,896	11,249,300	25,860	11,255,300	9,364,000	6,399,400	12,014,900	8,108,100	7,002,600	5,489,800	5,806,600	8,146,700	-29.88%	10,109,000	-17.56%	11,364,100
수성점	영캐쥬얼(특정)2001	캐릭터	샤틴	복합	14.8	14,052,800	8,433,640	14,058,520	12,432,760	28,002	8,393,460	18,904	9,515,940	21,432	10,270,420	6,603,440	7,468,620	9,802,420	11,523,260	13,094,800	15,025,421	9,556,300	8,736,360	-37.86%	4,819,860	-61.23%	6,628,300
수성점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	정상	23.9	12,941,100	5,740,800	12,563,300	14,260,400	19,889	12,831,300	17,896	11,966,900	16,690	7,891,400	8,095,600	6,228,100	18,460,800	15,672,000	12,330,100	15,533,400	7,962,900	18,987,700	51.14%	14,572,500	2.19%	16,489,700
수성점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	데이터 부재	13.3	3,909,700	2,416,200	6,708,612	3,175,750	7,959	3,747,644	9,393	3,549,420	8,896	3,205,300	3,456,900	4,625,440	5,901,476	4,239,720	5,657,780	4,885,660	3,733,130	3,028,490	-54.86%	1,720,446	-45.83%	3,653,914
수성점	남성의류(특정매입)	신사정장	브렌우드	정상	21.4	11,126,450	9,488,650	10,497,753	16,789,240	26,151	17,153,470	26,719	14,707,000	22,908	9,546,700	6,479,500	8,397,380	20,019,300	21,982,420	22,077,860	13,399,750	15,298,980	17,032,560	62.25%	20,055,490	19.45%	28,766,450
수성점	남성의류(특정매입)	신사정장	LF종합관	데이터 부재	#N/A					-		-		-			637,000	28,717,400		19,228,500		16,423,500	11,624,600	-		-	
수성점	남성의류(특정매입)	신사TD	올젠	정상	12.7	8,501,320	4,927,340	9,089,680	10,387,680	27,264	11,353,580	29,799	8,748,980	22,963	7,857,460	4,619,360	5,111,260	13,883,840	16,486,720	9,887,040	0			-100.00%		-100.00%	
수성점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	13.6	7,927,000	3,159,200	5,431,360	7,496,460	18,374	8,257,030	20,238	7,604,260	18,638	6,153,760	2,522,010	3,655,570	7,061,470	8,685,570	7,373,280	6,760,500	3,693,200	8,011,540	47.51%	7,583,316	1.16%	8,894,000
수성점	남성의류(특정매입)	신사캐쥬얼	피에르가르뎅(신사캐주얼)	정상	25.5	5,700,800	3,870,600	4,517,600	6,148,000	8,037	6,584,200	8,607	6,227,600	8,141	5,493,200	3,023,000	3,014,200	5,019,400	6,631,400	8,311,000	8,635,600	5,016,600	6,274,200	38.88%	7,378,000	20.01%	6,807,400
수성점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	상설	12.7	10,680,400	8,710,400	10,837,600	19,735,000	51,798	10,957,800	28,761	9,226,400	24,216	5,025,050	6,079,800	7,957,000	17,569,600	15,915,200	8,753,600	10,264,000	7,881,000	10,730,800	-0.99%	21,017,000	6.50%	19,183,700
수성점	남성의류(특정매입)	골프	디즈니골프	정상	12.7					0	28,308,800	74,301	24,772,700	65,020	20,712,900	18,398,200	20,422,200	36,594,030	30,440,300	30,370,900	24,569,400	21,503,400	40,468,400	-	40,871,047	-	29,526,153
수성점	아동의류(특정매입)	유아	아가방	정상	18.2	22,500,430	14,948,220	21,291,550	23,398,860	42,855	22,582,940	41,361	20,448,440	37,451	20,583,770	16,310,490	23,415,350	36,351,120	37,234,740	30,839,930	20,383,550	19,445,220	22,282,240	4.65%	29,928,520	27.91%	30,778,300
수성점	아동의류(특정매입)	토들러	베네통키즈	정상	8.2	4,485,680	3,791,250	5,024,690	5,441,800	22,121	6,335,000	25,752	4,127,520	16,779	4,169,150	2,822,600	5,268,810	7,509,550	6,384,900	5,143,660	4,863,980	5,344,970	5,075,830	1.02%	7,026,480	29.12%	9,890,880
수성점	아동의류(특정매입)	주니어	리바이스키즈	데이터 부재	10.0	5,068,880	2,962,200	5,378,040	5,161,880	17,268	4,001,300	13,386	2,859,290	9,565	2,094,800	1,050,600	909,480	2,292,500						-100.00%		-100.00%	
수성점	아동의류(특정매입)	주니어	에어워크주니어	정상	8.3			11,250,000	9,556,800	38,301	5,584,850	22,382	4,519,300	18,112			404,200						8,763,100	-22.11%	6,696,700	-29.93%	
수성점	아동의류(특정매입)	주니어	탑텐키즈	정상	34.0	18,470,731	11,502,260	19,488,400	22,775,118	22,329	17,667,555	17,321	11,272,753	11,052	7,565,050	4,778,040	10,164,000	23,877,570	16,593,050	12,943,250	12,882,250	10,272,700	15,010,890	-22.98%	12,797,700	-43.81%	11,401,100
수성점	아동의류(특정매입)	토들러	페리미츠	복합	8.2	3,168,500	4,275,600	8,708,670	8,405,600	34,169	5,963,500	24,242	3,821,200	15,533	3,882,580	2,100,600	3,807,000	5,135,000	3,157,100	3,922,400	2,069,900	4,226,700	5,657,600	-35.03%	5,147,300	-38.76%	3,839,540
수성점	아동의류(특정매입)	유아	모이몰른	정상	11.8	10,980,700	7,141,000	11,725,050	15,495,700	43,773	16,166,400	45,668	15,400,700	43,505	14,184,650	10,099,300	12,213,400	19,615,370	18,052,840	19,137,600	13,586,200	12,361,800	15,352,400	30.94%	19,740,300	27.39%	24,763,300
수성점	아동의류(특정매입)	주니어	행텐틴즈	정상	20.0	17,388,530	11,450,840	24,759,620	32,004,525	53,341	35,014,520	58,358	25,171,455	41,952	17,630,985	11,168,740	22,361,770	38,730,900	43,944,640	29,005,100	13,694,700	15,499,700	27,859,775	12.52%	28,601,925	-10.63%	33,408,601
수성점	여성의류(특정)NC	여성커리어	쉬즈미스	정상	15.4	6,017,900	17,153,200	17,217,100	16,014,300	34,663	17,003,800	36,805	14,390,200	31,148	6,135,400	3,723,800	13,239,400	8,154,600	22,450,600	15,085,700	8,485,200	10,495,800	12,022,900	-30.17%	10,116,000	-36.83%	9,208,800
수성점	여성의류(특정)NC	여성커리어	안지크	정상	15.1	11,047,100	11,133,200	13,506,900	15,215,000	33,587	15,176,400	33,502	12,863,400	28,396	11,024,900	8,024,500	13,030,900	16,319,600	20,215,300	18,010,800	13,225,100	10,070,700	16,660,200	23.35%	20,261,500	33.17%	15,620,800
수성점	여성의류(특정)NC	여성커리어	크레송	데이터 부재	15.0	5,439,170	3,827,560	9,113,060	11,422,600	25,321	4,359,100	9,663	3,738,800	8,288	4,188,490	2,850,220	3,163,800							-100.00%		-100.00%	
수성점	여성의류(특정)NC	마담	올리비아로렌	상설	18.8					0		0		0				368,200	8,507,700	13,977,720	12,281,580	5,441,470	6,538,020	-	11,249,890	-	13,515,540
